Name | Location | Date | Review Title | Ratings | UID | Review Text
DrSanjayDhawan|New Delhi- India|18 April 2017|Plan and Proceed|5|6D51E47F98302571BB435A22923EFDA3|Excellent day out. Keep the following in mind.Even if u have a travel agent booking/001 very worthwhile to upgrade to The Universal Express Pass for 60 SGD extra.Check out timings of shows and activities before u start out.Must plan to do the Roller coaster s /001 Egyptian mummy/001 Transformer/001 These are the top attractionsWater is available for drinking freeAmple eating places for vegetarians alsoStart early at 10am to make the most
Jessica J|None|18 April 2017|Your Happy Place in Singapore|4|38413BA036D9FC40DB5EC05B344B5D2D|Been here with my family and we really had a great time. We didn't went for the extreme rides since we have our 1 yr old son with us. The staff inside especially the ones who are in character are very accommodating. we really enjoy the guys who dance on the street/001 i heard some of the people called them "Streeboys". Everybody is very warm. Truly a one happy place to visit in Singapore.
Lisabug1964|New Zealand|18 April 2017|Awesome day out!|5|72AE01FD54AA7AC9FCFAE9B58D9CD002|I thoroughly enjoyed my day out at Universal Studios! Best advice I can give is to get an unlimited front of line pass. Although this may cost a bit more/001 it is well worth it/001 as you will not be in lines for hours ( yes in busy times it can be that long) and there are many rides you will want to take over and over again. I found the 3D Transformers ride to be the best I have ever experienced. The Jurassic Park ride was great to cool down ( you will get very wet lol) and the Mummy was yet another scary one.There are plenty of places to sit and rest/001 plenty of eateries of differing types/001 huge amounts of merchandise at good prices ( not too expensive) and lots of etertainment around the place. All in all/001 a fantastic day.
Sam W|None|17 April 2017|Its good for its price|4|3C48C1536F580D1030F17518679BB3DB|Not too overpriced.Some rides remain as top attractions like:TransformerMummyBattle Star GalacticaSurprised to see that park is not over packed at Easter.Only the kiddie rides have a bigger queue.Kinda tiny Need some expantion though.
karthikeyan_nadar|Chennai (Madras)- India|17 April 2017|excellent for family|4|94D8940E04F719A7529813CAFB641599|every one in our family enjoyed . but make sure you dont go on weekends. its always better to buy express tickets even on weekdays/001 otherwise you have to wait for min 30min to 60min on weekdays. if going with kids hire a stroller at the entrance. food and drinks are costly.
Razia C|None|17 April 2017|Be at the opening !|4|C0721598916BAB3D849B764CC5E1A22B|We read the reviews of others and we were prepared ! 1st we did on a Monday with no vacation in Singapore to set the stage. You need to be there at the opening and do the most popular attractions like Transformers/001 Battlestar galactica and Mummies. From 11:00/001 queues are just awful even on a Monday. If you do not do that or it is weekend/001 take the express pass option (30 dollars single turn/001 50 dollars unlimited). Queues will ruin your day. But in that case/001 i do not know if it is worth the overall price. Waiting time given for attractions is underestimated (multiply by min 1.5 or 2). In one day (8 hours) we did everything and kids enjoyed the time spent.Attractions are nice/001 overall experience good. We managed even to eat something other than fries which could be a challenge.
Shobhit1211|Pune- India|17 April 2017|Attraction is "Transformers" ride|5|1BD24C49D036E4A9DEA0946B39FDD48A|Universal Attraction is one of best place to visit . What i felt the best attraction was Transformers ride. Famous Universal Studio is 1 day trip sufficient in singapore . Some rides was not available due to maintenance
TravelwithPooja|New Delhi- India|17 April 2017|Must visit |5|D7EC5A7A53BCA7AE0595EE451E18EA58|Awesome entertainment for all age groups. My 5 year old went ballistic. Wear comfortable shoes. Don't miss the transformers ride and the Steven Spielberg show. Loved the Jurassic park ride. Unlimited express card a must if you plan to visit many attractions.
Samantha C|None|17 April 2017|Fun Fun Fun|4|D12F75006084CDDE4509D6FD2520D966|We had a great time at Universal Studios when we were in Singapore. The line was extremely long to get in (approx.10am) however it went reasonably fast. Next time I would pay more to get the express pass for some of the rides/001 as the lines were very long. Food was good/001 staff were friendly and overall we had a great day! Transformers ride was definitely #1
JJ22Toronto|Toronto|17 April 2017|Fun day with lots of shade|5|8E29CFA47673EE553C94D993E0FA9111|We visited on a hot sunny day and were pleasantly surprised by how much shade there was in the park and how cool the waiting areas were. We did not purchase a fast-pass and only endured long waits for the Enchanted Airways junior roller coaster (not worth it for the short ride) and Jurassic Park Rapids (worth it- the line moves quicker than you would expect and no/001 you don't need to invest in a rain poncho). If you are one of the first to exit the Shrek 4D experience then you may not have to wait in line for the Magic Potion Ferris wheel ride inside the store. Everyone's favorite ride (5y-43y) was Transformers. Revenge of the Mummy is not for the faint of heart. The Sesame Spaghetti Space Chase was a cutest ride. Starbot cafe was the coolest restaurant and was the best place to enjoy molecular ice-cream. This was easily done in a day/001 probably half-day if investing in a fast-pass.
Saifur T|Dhaka City- Bangladesh|17 April 2017|Nice place to spend a day with kids  nothing more nothing less.|5|16F93A57D77CCD381336373405D3EE9F|Whatever we assumed/001 it was nothing like that/001 It is quite a fun place for the kids. After the expensive entry you can enjoy the rides. But the staffs are very rude and their attitudes was not friendly and entertaining.Quite colorful place. Where and when some shows will be going on/001 it was not mentioned somewhere properly. I think it was not good value of our money.
A-Platypus|None|17 April 2017|Definitely worth the money!|5|8B2343A9E2BF64089E012000ABC40FE3|If you're in Singapore/001 this theme park is a must-see. It has different attractions (sci-fi/001 shrek/001 ancient egypt/001 jurassic world/001 etc.) and not only kids can enjoy this place/001 adults will also definitely will. They have numerous rides per attraction and gift shops as well. Their humongous architectural structures are also a must-see (especially in ancient egypt).
LeChad13|Adelaide- Australia|17 April 2017|Lights camera action|5|2243CE6E7FAE7D625731D70F1857CA41|Get there early. I found this place exceed all my expectations. We went and stood in line for the gates to open/001 this was a good move as we rode the big attraction rides with no line. Through out the day we had no drama getting around and finding food. We saw a show/001 that was great/001 and took in all the movie back drops.
dn133|London- United Kingdom|16 April 2017|A wonderful place|5|3D63ED2A36472B91546111812543F80D|Universal Studios is one of the best attractions in Singapore. There are so many rides for both children and adults. This place is magical and I definitely recommend it. Absolutely fantastic!!!
ajay b|None|16 April 2017|excellent|5|F8D2394E84F23A3BB390361AA8D773D6|superb... but not for small childrens below 5 years as all the rides r not suitable for them.. but for others its superb/001/001 if it is crowded then go in for universal express ticket which wil cost u 50$ extra.. u don't have to wait much in line for games.. u can save time.. roller coaster/001 water world /001 lost world etc etc all r excellent.. a must visit for all...
viju_77|Pune- India|16 April 2017|Universal studios|5|A572C15DB389D0DFDACBB0DBCC0BEBD6|A place where you need atleast whole day to see what Singaporeans have done. It well crowed eḍ all the time and hence lot of preparation is required to get maximum out of the visit first get the map/001 them se the programme as to what is happening and where. Then chalk out the foot travel from place to place including food needs. Children can have wonderful time if you plan it well you can also visit the marine life across which also needs 5/6 hours this can beca London day indeed I thoroughly enjoyed my visit/001 every thing is so professional/001 well planned wel rehearsed and very very entertaining.
Sarah C|Cairns|16 April 2017|Amazing!|5|BD6A5CF69BFDED03839EF28473FC3639|We went and visited universal studios. We also paid for the express passes for the rides. It was a great investment! All the rides were 40 min waits and we got on immediately. The rides were well maintained/001 cleaned and good safety standards. Worth taking the kids down.
Ambeaw K|None|16 April 2017|The worst Universal Singapore  don't visit  waste time and money   staffs are unpolite  guest service is very bad.|1|30CA06308B0CD7BE7A685BB774A1D6C6|We buy 6 tickets for the whole family but worthless for our money. The staff is very bad /001 not polite to the guests. It seems that we come here for free admission. We have to wait for 2 hours until our queue/001 the machine is out of order. We have to be new queue when it starts working. Again when it is raining/001 stopping for raining /001 we must stand a new queue again and again. When it is raining/001 no umbella/001 no staff/001 no way to go to restroom. No staff helping at Taxi stop outside. The guest service desk at universal should have duty to help the customer but she is not polite and cannot help anything/001 just say that nonrefundable/001 everyone must be in queue and it has more 4 hours before they will be closed/001 we have time to play more and we should accept term and condition in ticket. You should write the condition in the ticket that which machine is out of order and waiting time is at least 2 hours per machine. We pay 6 pax tickets but get nothing/001 unfair for tourists. I will write 100 bad reviews to this Universal Singapore. The Singapore Universal is the bad universal in the world.
Rablett|Cape Town- South Africa|16 April 2017|Amazing day out! Single rider  not express!|5|6C62CB17AC4D5C25BD8415843F10A194|Arrived at 9.30ish with tickets in hand and was about 5 or 6 people back in our specific line (There are about 6 lines). By 10 when it opened there were a good 30+ people per line. We went in and straight to the dueling roller coasters/001 no line what so ever on either. We then went to transformers.... 30 min wait. Not ideal but okay. After that a lot of the bigger rides had a 25-35 min wait so we started looking at express pass/001 but after seeing in a tripadvisor post that it was 60 dollars pp we decided to rather try "single rider" option and boy was this a game changer!! Went on about 4 rides single rider style. So you don't get to sit with your friend/wife/family/001 BUT we waited on average 5 min when the lines were often 30 or even 40 min long. GAME CHANGER as long as you dont have young kids. Just do it and thank me later :) only other thing is take your own water/001 we didn't and its pricey in there at between 3.50 and up to 6 dollars at some spots.
Suphaporn r|Bangkok- Thailand|16 April 2017|Fun park for family|4|9064AC0089627D8A652E98762C52A265|I visited the USS during the week days which has many people but not wait for long time for the queue. The restaurants in side the USS should have more staffs. It takes one full day enough to play all the things. The overall is good. So this is one of the place if you come to Singapore you should visit USS.
Courtney R|None|16 April 2017|Love Love Love!|5|8354C4A2393A5BF36788156163451CBB|Loved universal studios was a fantastic place to visit for kids and adults lots of fun rides for everyone and activities though out the day/001 it's a must see location when in Singapore!
Zainab A|Singapore- Singapore|16 April 2017|Spectacular lights display at the end of the night only on Friday & Saturday. day.|5|BD58D96B11A911861ABAFD1A51CE7974|USS Singapore is a must to visit. You should spend the whole day at this place especially if you are planning to go on the days suggested.
Harisurya|Bengaluru- India|16 April 2017|Badly managed|1|59F9F4ACFE8DCA92110EA2AE90235BDC|The attraction is badly managed. We got fun day pass but we have been made to queue at multiple locations to get tickets. The rides need upgrade as they are old themed. They had transformers which is really good. Compared to Hollywood one/001 this is not enticing to take rides. Need better options. All the items inside the park is damn expensive. A pocket pop corn (not a bucket) costs 8 sgd. They loot by overpricing everything. Overall value for money is diminishing. Avoid this over crowded and over rated place!
Anjali T|None|15 April 2017|Universal Studios|5|D1479C62D11D69B7878C8AEAF056C0B4|Lovely place. But with young kid few rides cannot be enjoyed. With 5 years old we could spend entire day and enjoyed lot of rides and shows. One day is required to cover Universal Studios.
Prarthana D|None|15 April 2017|Fun and light|5|6742F9B697D5D0BAC24348FFE2CF2302|A fun experience for both adults as well as children. There are enough attractions to keep all age groups busy.
FMSHK|Hong Kong- China|15 April 2017|Great environment and facilities  untrustworthy staff|2|2E832CCD2A19873E8AC6D64806BC83EE|The park itself is lovely/001 great rides and it's a great place for people of all ages. However/001 the staff really let us down and ruined what would have been a wonderful day.Upon entering/001 staff approached us to inform us about an Easter promotion where to win/001 guests had to look out for staff wearing a special badge. We found one of those staff who congratulated us on being the first to win a chocolate hamper and to post a photo on Facebook in order to collect the prize. After doing that/001 we went to collect the prize but the staff there told us there was no chocolate at all and just a key ring. This was disappointing but not a big deal. The real problem was how we were treated - the staff laughed at us as if we were stupid for even asking about chocolate. So we went back to the staff at the entrance who originally told us about the promotion to ask for clarification on the prizes/001 and their answers went from "I don't know" to "there is supposed to be chocolate" - they couldn't give a simple yes or no answer. So then we then went to Guest Services to complain about how unclear this promotion was. We were served by Miki/001 who when we explained what had happened/001 she openly laughed as us to our faces. It was only after we said we were insulted by her laughing at us that she made up some excuse saying the promotion was somehow funny and that she wasn't laughing at us. She also had no idea about this promotion and admitted it was the park's problem for not properly briefing staff. Although disappointing not to win anything/001 the issue we had was with the staff. They had a really bad attitude- laughing at guests/001 not offering any kind of problem resolution or even a simple apology for how we were treated. Miki then confirmed that all we could do was fill in a complaint form and that the park nor the Genting group would do anything. It really gave us the impression that they just don't care about their guests.I would still recommend visiting Universal Studios as it is a fun day out but I would strongly advise not to bother speaking to staff about any kind of promotion as they have no clue as to what's going on/001 and rather than trying to help/001 they just laugh at you. It would be great if management at Universal Studios could provide training for staff on how to properly handle complaints rather than treating their guests like idiots.
Ashley C|Sydney- Australia|15 April 2017|Fun day out!... GET THE FAST PASS|5|8D0CB53B6C25689813C268F21FBEDEC5|Make sure you go online to get the best rate... prices range a lot. We got 2 people for $120. And then got the fast pass tickets when we got there. High key recommend doing this. We saved over &100!
21jithinb|None|15 April 2017|Great day !!|4|EAD40F1DB471AFD01D80395E4DA66854|Sentosa Island/001 Singapore is must visit place . Great experience !! Only pros is the hot climate expect that very good experience.
Sanchita S|India|15 April 2017|A good place to be with family|4|4519921664F312BD0F127BC06C869AD9|For sure this is a full day activity in your itenerary. The place is divided into several theme areas. The entrance of Univeral studio greets you with a huge globe and a fountains to soothe you. The huge gate of the studio takes you along the streets of Hollywood/001 where you mightjust bump upon a Marlyn Monroe dressed in white and dancing around the street or hulk shaking hands with you. The huge transformer/001 7D shows and dinosaur park is amongst the famous theme areas. there is an eatery close to the egyptian area.
